ID	Valid	SU	Fn	NFn	Ctx	Form	Root
dua	1		b		-	-	dua
dua-duanya	1	duanana	b		-	-	dua
duanya	1	papadana	n		-	-	pada
dua-pertiga	1	dua-pertilu	b		-	-	dua
duasetengah	1	dua satengah	b		-	-	dua
dubur	1		n		awak	-	dubur
duduk	1	diuk	v		-	-	diuk
duit	1		n		-	-	duit
duitnya	1	duitna	n		-	-	duitna
dukung	1	rojong	vi		-	-	rojong
dukung	1		vi		-	-	dukung
dukungan	1	pangrojong	n		-	-	rojong
dunia	1	dunya	n		-	-	dunya
duplikat	1		a		-	-	duplikat
durhaka	1	doraka	n		-	-	doraka
duri	1	cucuk	n		-	-	cucuk
durian	1	kadu	n		tutuwuhan	-	kadu
duta	1		n		-	-	duta
edarkan	1	sumebarken	vi		-	-	sebar
edisi	1	édisi	n		-	-	édisi
efek	1	éfék	n		-	-	éfék
ejaan	1	éjahan	n		-	-	éjahan
ejaannya	1	éjahanana	n		-	-	éjahanana
ejektor	1	éjéktor	n		-	-	éjéktor
ekonom	1	ékonom	n		-	-	ékonom
ekonomi	1	ékonomi	n		élmu	-	ékonomi
ekor	1	buntut	n		-	-	buntut
eksistensi	1		n				
ekspor	1	ékspor	n		-	-	ékspor
eksportir	1	éksportir	n		-	-	éksportir
ekstradisi	1	ékstradisi	n		-	-	ékstradisi
elektronik	1	éléktronik	a		-	-	éléktronik
elektronika	1	éléktronika	n		-	-	éléktronika
elevasinya	1	élevasina	n		-	-	élevasina
elit	1	élit	a		-	-	élit
elok	1	éndah	a		-	-	éndah
email	1	surélék	n		-	-	surélék
e-mail	1	surélék	n		-	-	surélék
emas	1		n		logam	-	emas
embun	1	ibun	n		-	-	ibun
emosional	1	émosional	a		-	-	émosional
empat	1	opat	b		-	-	opat
empedu	1	hamperu	n		awak	-	hamperu
emper	1	émpér	n		-	-	émpér
empuk	1	hipu	a		-	-	hipu
enak	1	ngeunah	a		-	-	ngeunah
enam	1	genep	b		-	-	genep
entah	1	teuing	-		-	-	teuing
entahlah	1	teuing atuh	-		-	-	teuing
episode	1	épisodeu	n		-	-	épisodeu
erat	1	reukeut	a		-	-	reukeut
erat	1	pageuh	a		-	-	pageuh
eskalator	1	éskalator	n		-	-	éskalator
etik	1	étik	n		-	-	étik
etika	1	étika	n		-	-	étika
evakuasi	1		n		-	-	evakuasi
fakultas	1		n		-	-	fakultas
fasih	1	béntés	a		-	-	béntés
fasih	0	pasehat	-				pasehat
fasilitasnya	1	fasilitasna	n		-	-	fasilitas
fatwa	1		n		-	-	fatwa
februari	1	pebruari	n		waktu	-	pebruari
finansial	1		a				
firasat	1	wirasat	n		-	-	wirasat
firman-nya	1	firman-Na	n		-	-	firman
fisik	1		n		-	-	fisik
fluorida	1		n		-	-	fluorida
forum	1		n		-	-	forum
foto	1	poto	n		-	-	poto
fotonya	1	potona	n		-	-	poto
fraksinya	1	fraksina	n		-	-	fraksi
fundamental	1	fundaméntal	a		-	-	fundamental
gabungan	1		n		-	-	gabung
gading	1		n		-	-	gading
gagal	1		a		-	-	gagal
gagang	0	perah	-				perah
gagap	1	arap-ap eureup-eup	a		-	-	arap-ap eureup-eup
gagasan	1	alpukah	n		-	-	alpukah
gaib	1		a		-	-	gaib
gajah	1		n		sato	-	gajah
galah	1	gantar	n		-	-	gantar
galeri	1	galéri	n		-	-	galéri
gambar	1		n		-	-	gambar
gampang	1		a		-	-	gampang
ganda	1	dobel	a		-	-	dobel
gangguan	1		n		-	-	ganggu
ganjal	0	ginjel	-				ginjel
ganteng	1	kasép	a		awak	-	kasép
ganti	1		vi		-	-	ganti
gantinya	1	gantina	n		-	-	ganti
garis	1	gurat	n		-	-	gurat
gas	1		n		-	-	gas
gasnya	1	gasna	n		-	-	gas
gatal	1	ateul	a		-	-	ateul
gaung	1	aweuhan	n		-	-	aweuh
gaya	1		n		-	-	gaya
gebrak	1	gebrag	v		-	-	gebrag
gedung	1	gedong	n		-	-	gedong
gedung-gedung	1	gedong-gedong	n		-	-	gedong
gegabah	1	lalawora	a		-	-	lalawora
gelagat	1	galagat	n		-	-	galagat
gelambir	0	gaber	-				gaber
gelang	1	pinggel	n		awak	-	pinggel
gelar	1		n		-	-	gelar
gelas	1		n		-	-	gelas
geledah	1	garadah	v		-	-	garadah
gelegar	0	jedur	-				jedur
geletar	0	geleger	-				geleger
geli	1	géték	a		awak	-	géték
gelinding	1	gorolong	v		-	-	gorolong
gelinjang	1	gurinjal	v		-	-	gurinjal
gelombang	1	lambak	n		-	-	lambak
gelora	1	galura	n		-	-	galura
gema	1	aweuhan	n		-	-	aweuh
gembira	1	atoh	a		-	-	atoh
gembira	0	hégar	-				hégar
gembira	0	bérag	-				bérag
gempa	1	lini	n		-	-	lini
genangan	1	kuyumbang	n		-	-	kuyumbang
gendang	1	kendang	n		-	-	kendang
gender	1	génder	n		-	-	génder
gendong	1	gandong	v		-	-	gandong
gendut	0	nyemplu	-				nyemplu
genit	1	centil	a		-	-	centil
genteng	1	kenténg	n		imah	-	kenténg
geologi	1	géologi	n		-	-	géologi
gerah	1	hareudang	a		awak	-	hareudang
geraham	1	careham	n		-	-	careham
gerai	1	kios	n		-	-	kios
gerak	1	unggut	v		-	-	unggut
gerhana	1	samagaha	n		-	-	samagaha
gerimis	0	praspris	-				praspris
gerutu	1	gelendeng	n		-	-	gelendeng
geser	1	gésér	vi		-	-	gésér
geser	1	iser	v		-	-	iser
gesit	1	kesit	a		awak	-	kesit
getah	1	geutah	n		tutuwuhan	-	geutah
getaran	1	geter	n		-	-	geter
gigi	1	huntu	n		awak	-	huntu
gigit	0	coco	-				coco
gila	1	gélo	a		-	-	gélo
giling	1		vi		-	-	giling
ginseng	1	ginséng	n		-	-	ginséng
gitar	1		n		-	-	gitar
gizi	1	giji	n		-	-	giji
godaan	0	rancana	-				rancana
golok	1	bedog	n		-	-	bedog
golongan	0						golongan
golongan	1	golongan	n				
gonggongan	1	gogog	n		-	-	gogog
goreng	1	goréng	vi		-	-	goréng
gorengnya	1	goréngna	-		-	-	goréng
granat	1		n		-	-	granat
gratis	1	haratis	a		-	-	haratis
gratis	0	garatis	a		-	-	garatis
gratisan	1	nu haratis	a		-	-	haratis
grup	1		n		-	-	grup
gubernur	1		n		-	-	gubernur
gudang	1		n		-	-	gudang
gula	1		n		-	-	gula
gulat	1		n		-	-	gulat
gunakan	1	paké	vi		-	-	paké
gunanya	1	gunana	n		-	-	gunana
guncang	1	oyag	vi		-	-	oyag
gunung	1		n		-	-	gunung
gurih	1	pelem	a		-	-	pelem
guru	1		n		-	-	guru
habis	1	béak	a		-	-	béak
habis-habisan	1	bébéakan	a		-	-	béak
habiskan	1	béakkeun	vi		-	-	béak
hadapi	1	sanghareupan	vi		-	-	hareup
hadiah	1	kado	n		-	-	kado
hadiahnya	1	kadona	n		-	-	kado
hadir	1		a		-	-	hadir
hadiri	1	ngahadiran	v		-	-	hadir
hafalan	1	apalan	n		-	-	apal
hajat	1		n		-	-	hajat
haji	1		n		-	-	haji
hak	1		n		-	-	hak
hakim	1		n		-	-	hakim
hal	1		n		-	-	hal
halangi	1	halangan	vi		-	-	halang
halilintar	1	guludug	n		topograpi	-	guludug
halus	1	lemes	a		-	-	lemes
hambar	1	cawérang	a		-	-	cawérang
hambatan	1	tahanan	n		-	-	tahan
hancur	1	ancur	a		-	-	ancur
handuk	1	anduk	n		-	-	anduk
hangat	1	haneut	a		-	-	haneut
hantu	1	jurig	n		-	-	jurig
hanyut	1	palid	-		-	-	palid
harapan	1	harepan	n		-	-	harep
harapkan	1	harepkeun	vi		-	-	harep
hardik	0	gebes					gebes
harga	1		n		-	-	harga
harganya	1	hargana	n		-	-	harga
hari	1	poé 	n		waktu	-	poé 
harian	1	poéan	n		-	-	poean
harimau	1	maung	n		sato	-	maung
harinya	1	poéna	n		-	-	poé
harta	1		n		-	-	harta
harum	1	seungit	n		-	-	seungit
hasil	1		n		-	-	hasil
hasilnya	1	hasilna	n		-	-	hasil
hasutan	0	hasudan					hasud
hati	0	ati					ati
hati	1	haté	n		awak	-	haté
hatinya	0	haténa					haté
hawa	1		n		-	-	hawa
hebat	1	hébat	a		-	-	hébat
heboh	1	gujrud	ad		-	-	gujrud
heboh	1	geunjleung	a		-	-	geunjleung
hektare	1	héktar	a		-	-	héktar
hemat	0	irit					irit
hemat	1	gemi	a		-	-	gemi
hemat	0	iker					iker
hentikan	1	eureunkeun	vi		-	-	eureun
heran	0	ituh					ituh
herbivora	1		n		-	-	herbivora
heroik	1		a		-	-	heroik
hewan	1	sato	n		-	-	sato
hiburan	1		n		-	-	hibur
hidung	1	irung	n		awak	-	irung
hidup	1	hirup	v		-	-	hirup
hidupnya	1	hirupna	n		-	-	hirup
hijau	1	héjo	a		warna	-	héjo
hikmah	1		n		-	-	hikmah
hilang	1	leungit	a		-	-	leungit
hilangnya	0	ilangna					ilangna
hilangnya	1	leungitna	n		-	-	leungitna
hinggap	1	eunteup	v		-	-	eunteup
hitam	0	wulung	a		warna	-	wulung
hitam	1	hideung	a		warna	-	hideung
hitung	1	itung	vi		-	-	itung
honor	1		n		-	-	honor
hormat	1		v		-	-	hormat
hotel	1	hotél	n		-	-	hotél
hubungan	1		n		-	-	hubung
hubungannya	1	hubunganana	n		-	-	hubung
hubungkan	1	sambungkeun	vi		-	-	sambung
hujan	1		n		-	-	hujan
hukum	1		vi		-	-	hukum
hukuman	1		n		-	-	hukum
humaniora	1		n				
huruf	1	hurup	n		-	-	hurup
huru-hara	1	uru-ara	ad		-	-	ara
hutan	1	leuweung	n		-	-	leuweung
hutang	0						hutang
ibadah	0						ibadah
ide	1	ideu	-		-	-	ideu
ideal	1	idéal	-		-	-	idéal
identik	1	idéntik	a		-	-	idéntik
ideologi	1	idéologi	n		-	-	idéologi
ihwal	1	hal	n		-	-	hal
ijin	1	idin	n		-	-	idin
ikal	1	galing	a		awak	-	galing
ikan	1	lauk	-		-	-	lauk
ikhwal	0	ihwal					ihwal
iklan	1	pariwara	-		-	-	pariwara
ikut	1	milu	-		-	-	milu
ikut	0	ngilu					ilu
ikutan	1	miluan	-		-	-	pilu
ikuti	1	turutan	vi		-	-	turut
ilegal	1	teu légal	a		-	-	légal
iler	1	lého	n		awak	-	lého
ilmiah	1		-		-	-	ilmiah
ilmu	1	élmu	n		-	-	élmu
iman	1		n		agama	-	iman
imbang	1	imbang	a		-	-	imbang
imbas	1	akibat	n		-	-	akibat
imbuh	1	émboh	v		-	-	émboh
imbuhan	1	rarangkén	n		-	-	rarangkén
imbuhnya	1	émbohna	v		-	-	émbohna
impor	1		-		-	-	impor
imunisasi	1		n		-	-	imunisasi
indah	1	éndah	a		-	-	éndah
indahnya	1	éndahna	a		-	-	éndah
indeks	1	indéks	n		-	-	indéks
industri	1		-		-	-	industri
info	1		n		-	-	info
informasi	1		-		-	-	informasi
ingat	1	inget	-		-	-	inget
inginkan	1	hayang	vi		-	-	hayang
ingkar	1	jalir	v		-	-	jalir
ingus	1	lého	n		awak	-	lého
ini	1	ieu	-		-	-	ieu
inisiatif	1	alpukah	n		-	-	alpukah
injil	1		n		agama	-	injil
inovasi	1		-		-	-	inovasi
inspektur	1	inspéktur	-		-	-	inspéktur
instruktur	1		-		-	-	instruktur
intelijen	1		-		-	-	intelijen
interaktif	1		a				
interior	1		-		-	-	interior
internasional	1		-		-	-	internasional
internet	1		-		-	-	internet
intimidasi	1		n				
intinya	1	intina	-		-	-	inti
investasi	1		n				
iptek	1	épték	n		-	-	épték
irama	1	wirahma	n		-	-	wirahma
isak	1	segruk	pv		-	-	segruk
isi	1	eusi	n		-	-	eusi
isinya	1	eusina	n		-	-	eusina
islam	1		-		-	-	islam
israel	1	israél	n		-	-	israél
istana	1	karaton	-		-	-	karaton
istananya	1	karatonna	-		-	-	karaton
istilah	1		-		-	-	istilah
istimewa	1	istimiwa	a		-	-	istimewa
istirahat	1	reureuh	v		-	-	reureuh
isya	1	isa	n		agama	-	isa
iuran	1	udunan	n		-	-	udun
iya	0	heueuh					heueuh
izin	1	idin	n		-	-	idin
jabatan	1	kalungguhan	n		-	-	lungguh
jabatannya	1	jabatanna	-		-	-	jabatan
jadi	1		v		-	-	jadi
jadwal	1		n		-	-	jadwal
jagat	1		n		topograpi	-	jagat
jago	1		n		-	-	jago
jagoan	0	jadug					jadug
jahil	1	jail	a		-	-	jail
jahit	1	kaput	vi		-	-	kaput
jajahan	1		-		-	-	jajah
jajaran	1		-		-	-	jajar
jaksa	1		n				jaksa
jalan	1		n		-	-	jalan
jalani	1	jalanan	vi		-	-	jalan
jalankan	1	jalankeun	vi		-	-	jalan
jam	1		-		-	-	jam
jamaah	1		n		-	-	jamaah
jamak	1	loba	a		-	-	loba
jambak	0						jambak
jambu	1		n		-	-	jambu
jaminan	1		n		-	-	jaminan
jampi	1	jampé	n		-	-	jampé
jamu	1		n		-	-	jamu
jamuan/upah	0	pupulur					pupulur
jamur	1	suweng	n		tutuwuhan	-	suweng
janda	1	randa	n		-	-	randa
jangan	0	montong					montong
jangkauan	1	hontalan	-		-	-	hontal
jangkauannya	1	hontalanana	-		-	-	hontal
jangkung	1		a		awak	-	jangkung
janji	1	subaya	-		-	-	subaya
janji	1	jangji	n		-	-	jangji
janji	1	pasini	n		-	-	pasini
jantan	1	jalu	a		-	-	jalu
januari	1		n		waktu	-	januari
jarang	1	arang	a		-	-	arang
jari	1	ramo	n		awak	-	ramo
jaringan	1	raramat	-		-	-	ramat
jasa	1		n		-	-	jasa
jatuh	1	labuh	v		-	-	labuh
jatuh	1	murag	v		-	-	purag
jatuhnya	0	gubragna					gubrag
jauh	1	laér	a		tempat	-	laér
jauhnya	1	jauhna	a		-	-	jauhna
jawab	1		-		-	-	jawab
jawabnya	1	témbalna	v		-	-	témbal
jaya	1		-		-	-	jaya
jejak	1	tapak	n		-	-	tapak
jejer	0	béngbréng					béngbréng
jelantah	1	jalantah	n		-	-	jalantah
jelas	0	nembrak	a				nembrak
jelas	0	cékas	a		-	-	cékas
jelas	0	natrat					natrat
jelas	0		a		-	-	jelas
jelas	0	ébréh	a		-	-	ébréh
jelas	1	écés	a		-	-	écés
jelas-jelas	1	nyata	a		-	-	nyata
jelaskan	1	écéskeun	vi		-	-	écés
jelaskan	1	wawarkeun	v		-	-	wawar
jelek	1	awon	a		-	-	awon
jelita	1	geulis	a		-	-	geulis
jemaah	1	jamaah	n		-	-	jamaah
jenazah	1	layon	n		-	-	layon
jendela	1	jandela	n		imah	-	jandela
jenderal	1		-		-	-	jenderal
jendral	1	jéndral	-		-	-	jéndral
jenis	1		-		-	-	jenis
jeniusnya	1	jeniusna	-		-	-	jenius
jepret	0	betrik					betrik
jera	1	kapok	a		-	-	kapok
jeruk	1		n		-	-	jeruk
jeruknya	1	jerukna	n		-	-	jeruk
jewer	1	jiwir	v		-	-	jiwir
jibril	1		n		-	-	jibril
jijik	0	jarijipen					jarijipen
jilat	1	létak	v		-	-	létak
jinak	1	lindeuk	a		sato	-	lindeuk
jingga	1	oranyeu	a		warna	-	oranyeu
jinjing	1	jingjing	vi				jingjing
jiwa	1		n		-	-	jiwa
jiwanya	1	jiwana	n		-	-	jiwana
jongkok	1	cingogo	v		-	-	cingogo
jual	1		-		-	-	jual
juara	1	jawara	n		-	-	jawara
judi	1		-		-	-	judi
judi	1	maén	v		-	-	maén
judul	1		n				
jujur	1		a		-	-	jujur
juli	1		n		waktu	-	juli
julukan	1	landian	n		-	-	landi
jumat	1	jumaah	n		waktu	-	jumaah
jumatan	1	jumaahan	v		-	-	jumaah
jumlah	1		-		-	-	jumlah
jumlahnya	1	jumlahna	-		-	-	jumlah
jumpa	1	tepung	v		-	-	tepung
juni	1		n		waktu	-	juni
juragan	1		-		-	-	juragan
jurnal	1		n		-	-	jurnal
jurnalis	1	wartawan	n		-	-	warta
juru	1		n		-	-	juru
jurusan	1		n		-	-	jurus
justru	1	malahan	-		-	-	malah
juta	1		b		-	-	juta
juta	1		-		-	-	juta
jutaan	1		-		-	-	jutaan
kabar	1	béja	n		-	-	béja
kabar-berita	1	raratan	n		-	-	rarat
kabarnya	1	béjana	n		-	-	béja
kabel	1		-		-	-	kabel
kabinet	1	kabinét	-		-	-	kabinét
kabupaten	1	kabupatén	n		-	-	kabupatén
kabur	1		v		-	-	kabur
kabut	1	halimun	n		topograpi	-	halimun
kabut	1	pepedut	n		topograpi	-	pepedut
kacamata	1	tasma	n		-	-	tasma
kader	1		n		-	-	tarik
kaget	1	reuwas	-		-	-	reuwas
kagum	1	kataji	a		-	-	kataji
kail	1	pancing	n		-	-	pancing
kain	1	lawon	n		-	-	lawon
kait	0	gaet					gaet
kaitan	1		-		-	-	kait
kaitannya	1	kaitanana	n		-	-	kait
kaitannya	1	patalina	-		-	-	tali
kakeknya	1	akina	n		pancakaki	-	aki
kaki	1	suku	n		awak	-	suku
kaki	0	cokor					cokor
kakinya	1	sukuna	n		awak	-	sukuna
kaku	1	jengker	a		-	-	jengker
kaku	1	jeger	a		-	-	jeger
kalah	1	éléh	-		-	-	éléh
kalah	0	kéok					kéok
kalangan	1	golongan	-		-	-	golong
kaliber	1		-		-	-	kaliber
kalimat	1	kalimah	-		-	-	kalimah
kalimat-nya	1	kalimah-Na	n		agama	-	kalimah-Na
kalung	1	kongkorong	n		-	-	kongkorong
kamar	1		-		-	-	kamar
kambing	1	embé	n		sato	-	embe
kambuh	1	kanceuh	a		-	-	kanceuh
kamera	1	kaméra	-		-	-	kaméra
kamis	1	kemis	n		waktu	-	kemis
kampung	1	lembur	n		-	-	lembur
kampung	1	dusun	n		-	-	dusun
kampung	1		-		-	-	kampung
kampus	1		n		-	-	kampus
kamtib	0						kamtib
kamu	0	ilaing					ilaing
kamus	0						kamus
kan	1	pan	-		-	-	pan
kanan	1	katuhu 	a		tempat	-	katuhu
kancil	1	peucang	n		sato	-	peucang
kandidat	1	calon	n		-	-	calon
kandungan	0						kandungan
kantong	1		-		-	-	kantong
kantor	1		-		-	-	kantor
kapal	1		-		-	-	kapal
kapok	0	kapuk					kapuk
kapten	1	kaptén	-		-	-	kaptén
karakter	1	sipat	n		-	-	sipat
karat	1		-		-	-	karat
karet	1	karét	-		-	-	karét
karetnya	1	karétna	-		-	-	karét
karir	1		-		-	-	karir
kartu	1		-		-	-	kartu
karusakan	1	karuksakan	-		-	-	ruksak
karya	0						karya
karyawan	1	pagawé	n		-	-	gawé
kasar	1	dugal	a		-	-	dugal
kasar	1	garihal	a		-	-	garihal
kasasi	1		n				
kasih	1	kaasih	n		-	-	asih
kasihan	1	watir	a		-	-	watir
kasihan	0	karunya					karunya
kasus	1	perkara	n				
kasusnya	1	kasusna	-		-	-	kasus
kata	1	kecap	-		-	-	kecap
kata	0	ceuk					ceuk
katakanlah	1	kedalkeun	v		-	-	kedal
katanya	0	pokna					pokna
katanya	0	magah	-		-	-	magah
katanya	1	cenah	-		-	-	cenah
kategori	1		-		-	-	kategori
katolik	1		n		-	-	katolik
kaum	1		n		-	-	kaum
kawan	0	kanca					kanca
kawasan	1	wewengkon	n		-	-	wewengkon
kaya	1	jegud	a		-	-	jegud
kaya	1	beunghar	a		-	-	beunghar
kayu	1	kai	-		-	-	kai
keadaan	1	kaayaan	n		-	-	aya
keadilan	1	kaadilan	n		-	-	adil
keagamaan	1	kaagamaan	n		agama	-	agama
keamanan	1	kaamanan	n		-	-	aman
keamanannya	1	kaamananana	n		-	-	aman
keanehan	1	kaanéhan	n		-	-	anéh
keanggotaan	1	kaanggotaan	n		-	-	anggota
keasyikan	1	pogot	a		-	-	pogot
kebahagiaan	1	kabagjaan	n		-	-	bagja
kebangsaan	1	kabangsaan	n		-	-	bangsa
kebanyakan	1	lolobana	n		-	-	loba
kebaya	1	kabaya	n		-	-	kabaya
kebebasan	0	kabébasan					bébas
kebebasan	1	kabébasan	n		-	-	bébas
kebebasannya	0	kabébasanana					bébas
keberadaan	1	ayana	n		-	-	aya
keberadaannya	1	di mana ayana	n		-	-	mana
keberatan	1	kabeuratan	a		-	-	beurat
kebersihan	1	kaberesihan	n		-	-	bersih
kebetulan	1	pareng	n		-	-	pareng
kebiadaban	1	katelengesan	n		-	-	telenges
kebiasaan	1	kabiasaan	n		-	-	biasa
kebijakan	1	kawijakan	n		-	-	wijak
kebudayaan	1	kabudayaan	n		-	-	budaya
kebun	1	kebon	n		topograpi	-	kebon
kebutuhan	1	kaperluan	n		-	-	perlu
kecamatan	1	kacamatan	n		-	-	camat
kecanduan	1	nyandu	a		-	-	candu
kecantikan	1	kageulisan	n		-	-	geulis
kecelakaan	1	kacilakaan	n		-	-	cilaka
kecemasan	1	kahariwang	n		-	-	hariwang
kecewana	1	kuciwana	n		-	-	kuciwa
kecewanya	1	hanjeluna	a		-	-	hanjelu
kecil	1	leutik	a		-	-	leutik
kecil	0	huni					huni
kecintaan	1	katresna	n		-	-	tresna
kedalaman	1	jejero	n		-	-	jero
kedapatan	1	kapanggih	vp		-	-	panggih
kedatangan	1	kadatangan	n		-	-	datang
kedatangan	1	datangna	n		-	-	datang
kedatangannya	1	kadatanganana	n		-	-	datang
kedaulatan	1	kadaulatan	n		-	-	daulat
keder	1	kédér	a		-	-	kédér
kediaman	1	panyicingan	n		-	-	cicing
kediamannya	1	panyicinganana	n		-	-	cicing
kedipan	1	kiceupan	n		-	-	kiceup
kedua	1	kadua	b		-	-	dua
kedua-duanya	1	duanana	b		-	-	dua
keduanya	1	duanana	b		-	-	dua
kedudukan	1	kalungguhan	n		-	-	lungguh
keempat	1	kaopat	b		-	-	opat
keengganan	1	kahoréam	a		-	-	horéam
keesaan	1	kaésaan	n		-	-	ésa
keesokan	1	isuk	a		-	-	isuk
kegagalan	1	kagagalan	n		-	-	gagal
kegerahan	1	bayeungyang	a		-	-	bayeungyang
kegiatan	1	kagiatan	n		-	-	giat
kegiatannya	1	kagiatanana	n		-	-	giat
kegunaan	1	pamakéan	n		-	-	paké
kehadirannya	1	datangna	n		-	-	datang
kehakiman	1	kahakiman	n		-	-	hakim
kehangatan	1	haneutna	n		-	-	haneut
kehidupan	1	kahirupan	n		-	-	hirup
kehidupannya	1	kahirupanana	n		-	-	hirup
kehilangan	1	kaleungitan	n		-	-	leungit
kehormatan	1	cahara	n		-	-	cahara
kehutanan	1	pileuweungan	n		-	-	leuweung
keinginan	1	kahayang	n		-	-	hayang
keinginannya	1	kahayangna	n		-	-	hayang
kejadian	1	kajadian	n		-	-	jadi
kejaksaan	1	kajaksaan	n		-	-	jaksa
kejam	1	telenges	a		-	-	telenges
kejar	1	berik	v		-	-	berik
kejar	1	udag	v		-	-	udag
kejut	0	ranyed					ranyed
kekacauan	1	bancang pakéwuh	n		-	-	bancang
kekalahan	1	kaéléh	n		-	-	éléh
kekar	1	keker	a		awak	-	keker
kekasih	1	kabogoh	n		-	-	bogoh
kekayaan	1	rajakaya	n		-	-	kaya
kekayaan	1	kakayaan	n		-	-	kaya
kekecewaan	1	kakuciwa	n				kuciwa
kekejaman	1	kakejeman	n		-	-	kejem
kekeluargaan	1	kakulawargaan	n		-	-	kulawarga
kekhawatiran	1	kasalempang	n		-	-	salempang
kekhilafan	1	kahilapan	n		-	-	hilap
kekuasaan	1	kakawasaan	n		-	-	kawasa
kekuatan	1	kakuatan	n		-	-	kuat
kekurangan	1	kakurangan	n		-	-	kurang
kelahiran	1	kalahiran	n		-	-	lahir
kelak	1	jaga	-		-	-	jaga
kelakuan	1	lampah	n		-	-	lampah
kelamin	0						kelamin
kelapa	1	kalapa	n		-	-	kalapa
kelapangan	1	kajembaran	n		-	-	jembar
kelaparan	1	kalaparan	ad		-	-	lapar
kelas	1		n		-	-	kelas
kelebihan	1	kaleuwihan	n		-	-	leuwih
kelebihannya	1	kaleuwihanana	n		-	-	leuwih
kelelawar	0	lalay					lalay
kelihatan	1	katempo	v		-	-	tempo
kelihatannya	1	katempona	n		-	-	tempo
keliling	1	ubeng	n		-	-	ubeng
keliling	1	kuriling	n		-	-	kuriling
kelima	1	kalima	-		-	-	lima
kelimis	1	kulimis	a		awak	-	kulimis
kelingking	1	cingir	n		awak	-	cingir
keliru	1	kaliru	a		-	-	kaliru
kelompok	1	jumplukan	a		-	-	jumpluk
kelonggaran	1	kalaluasaan	n		-	-	laluasa
keluar	1	kaluar	-		-	-	kaluarna
keluar	0	bijil					bijil
keluar/berhenti	0	lugay					lugay
keluarga	1	kulawarga	n		-	-	kulawarga
keluarganya	1	kulawargana	n		-	-	kulawarga
keluarnya	0	kaluarna					kaluar
keluhan	1	kahumandeuar	n		-	-	humandeuar
kelurahan	1	kalurahan	n		-	-	lurah
keluyuran	1	nguluyur	v		-	-	kuluyur
kemahiran	1	kamahéran	n		-	-	mahér
kemajuan	1	kamajuan	n		-	-	maju
kemakmuran	1	kamakmuran	n		-	-	makmur
kemampuan	1	pangabisa	n		-	-	bisa
kemampuannya	0	kamampuhanana					kamampuhanana
kemanapun	1	ka mana ogé	-		-	-	mana
kemandirian	1	kamandirian	n		-	-	mandiri
kemanusiaan	1	kamanusaan	n		-	-	manusa
kemarahan	1	kaambek	n		-	-	ambek
kemarau	1	halodo	a		-	-	halodo
kemarin	1	kamari	a		waktu	-	kamari
kemasukan	1	kaasupan	n		-	-	asup
kemasyarakatan	1	kamasarakatan	n		-	-	masarakat
kematian	1	tiwasna	n		-	-	tiwas
kematian	1	pati	n		-	-	pati
kematiannya	1	maotna	n		-	-	maot
kembali	1	balik	v		-	-	balik
kembali	0	ampih					ampih
kembang	1		n		-	-	kembang
kemben	1	kekemben	n		pakéan	-	kemben
kemegahan	0	angkeuh					angkeuh
kemekaran	1	kamekaran	n		-	-	mekar
kemenangan	1	kameunang	n		-	-	beunang
kemenyan	1	menyan	n		-	-	menyan
kemerdekaan	1	kamerdikaan	n		-	-	merdika
kemerosotan	1	morosotna	n		-	-	morosot
kemiliteran	1	kamilitéran	n		-	-	militér
kemiskinan	1	kamiskinan	n		-	-	miskin
kempes	1	kempés	a		-	-	kempés
kemudahan	1	gampangna	n				gampang
kemudi	1	kamudi	n		-	-	kamudi
kena	0	keuna					keuna
kenabian	1	kanabian	n		-	-	nabi
kenaikan	1	kanaékan	n		-	-	taék
kenal	1	wawuh	v		-	-	wawuh
kenalan	1	kawanohan	n		-	-	wanoh
kencang	1	gancang	a		-	-	gancang
kencing	1	kiih	v		-	-	kiih
kencur	1	cikur	n		-	-	cikur
kendala	1	hahalang	n				halang
kendali	1	kadali	n		-	-	kadali
kendaraan	1	tutumpakan	n		-	-	tumpak
kendur	0	pelendong					pelendong
kenegaraan	1	kanagaraan	n		-	-	kanagaraan
kening	1	tarang	n		awak	-	tarang
kental	1	kentel	a		-	-	kentel
kental	0	medok					medok
kentongan	1	kohkol	n		-	-	kohkol
kentut	1	hitut	n		awak	-	hitut
kenyal	1	geunyal	a		-	-	geunyal
kenyang	1	wareg	a		awak	-	wareg
kenyataan	1	kanyataan	n		-	-	nyata
keotentikan	1	kaoténtikan	n		-	-	oténtik
kepadanya	1	pikeun manéhna	-		-	-	pikeun
kepal	1	keupeul	v		-	-	keupeul
kepala	0	babatok	n		-	-	batok
kepala	1	sirah	n		awak	-	sirah
kepala	1	kapala	n	n	awak	-	kapala
kepala	0	hulu					hulu
kepalan	1	peureup	n		-	-	peureup
kepalanya	1	sirahna	n		awak	-	sirah
kepastian	1	kapastian	n		-	-	pasti
kepedulian	1	kapadulian	n		-	-	paduli
kepemilikan	1	kapimilik	n		-	-	milik
kepemimpinan	1	kapamingpinan	n		-	-	pingpin
kepentingan	1	kapentingan	n		-	-	penting
kepentingannya	0	kapentinganana					kapentinganana
kepercayaan	0	puhit					puhit
kepercayaan	1	kapercayaan	n		-	-	percaya
kepercayaannya	0	kapercayaanana					kapercayaanana
keperluan	1	kaperluan	n		-	-	perlu
